id,food_code,food_name,energy,water,protein,fat,dietaryfiber,carbohydrate,category
535,6065,きゅうり　果実　生,13,95.4,1,0.1,1.1,3,6 野菜類
536,6066,きゅうり　漬物　塩漬,17,92.1,1,0.1,1.3,3.7,6 野菜類
537,6067,きゅうり　漬物　しょうゆ漬,51,81,3.2,0.4,3.4,10.8,6 野菜類
538,6068,きゅうり　漬物　ぬかみそ漬,28,85.6,1.5,0.1,1.5,6.2,6 野菜類
539,6069,きゅうり　漬物　ピクルス　スイート型,70,80,0.3,0.1,1.7,18.3,6 野菜類
540,6070,きゅうり　漬物　ピクルス　サワー型,13,93.4,1.4,0,1.4,2.5,6 野菜類
541,6071,ぎょうじゃにんにく　葉　生,35,88.8,3.5,0.2,3.3,6.6,6 野菜類
542,6075,キンサイ　茎葉　生,16,93.5,1.1,0.4,2.5,3.5,6 野菜類
543,6076,キンサイ　茎葉　ゆで,15,93.6,1.1,0.4,2.9,3.5,6 野菜類
544,6077,クレソン　茎葉　生,13,94.1,2.1,0.1,2.5,2.5,6 野菜類
545,6078,くわい　塊茎　生,128,65.5,6.3,0.1,2.4,26.6,6 野菜類
546,6079,くわい　塊茎　ゆで,129,65,6.2,0.1,2.8,27.2,6 野菜類
547,6080,ケール　葉　生,26,90.2,2.1,0.4,3.7,5.6,6 野菜類
548,6081,コールラビ　球茎　生,21,93.2,1,0,1.9,5.1,6 野菜類
549,6082,コールラビ　球茎　ゆで,20,93.1,1,0,2.3,5.2,6 野菜類
550,6083,こごみ　若芽　生,25,90.7,3,0.2,5.2,5.3,6 野菜類
551,6084,ごぼう　根　生,58,81.7,1.8,0.1,5.7,15.4,6 野菜類
552,6085,ごぼう　根　ゆで,50,83.9,1.5,0.2,6.1,13.7,6 野菜類
553,6086,こまつな　葉　生,13,94.1,1.5,0.2,1.9,2.4,6 野菜類
554,6087,こまつな　葉　ゆで,14,94,1.6,0.1,2.4,3,6 野菜類
555,6385,コリアンダー　葉　生,18,92.4,1.4,0.4,4.2,4.6,6 野菜類
556,6088,ザーサイ　漬物,20,77.6,2.5,0.1,4.6,4.6,6 野菜類
557,6089,さんとうさい　葉　生,12,94.7,1,0.2,2.2,2.7,6 野菜類
558,6090,さんとうさい　葉　ゆで,14,94.3,1.4,0.3,2.5,2.9,6 野菜類
559,6091,さんとうさい　塩漬,18,90.3,1.5,0.3,3,4,6 野菜類
560,6092,しかくまめ　若ざや　生,19,92.8,2.4,0.1,3.2,3.8,6 野菜類
561,6093,ししとう　果実　生,25,91.4,1.9,0.3,3.6,5.7,6 野菜類
562,6094,ししとう　果実　油いため,51,88.3,1.9,3.2,3.6,5.8,6 野菜類
563,6095,しそ　葉　生,32,86.7,3.9,0.1,7.3,7.5,6 野菜類
564,6096,しそ　実　生,32,85.7,3.4,0.1,8.9,8.9,6 野菜類
565,6097,じゅうろくささげ　若ざや　生,22,91.9,2.5,0.1,4.2,4.8,6 野菜類
566,6098,じゅうろくささげ　若ざや　ゆで,28,90.2,2.8,0.1,4.5,6.2,6 野菜類
567,6099,しゅんぎく　葉　生,20,91.8,2.3,0.3,3.2,3.9,6 野菜類
568,6100,しゅんぎく　葉　ゆで,25,91.1,2.7,0.5,3.7,4.5,6 野菜類
569,6101,じゅんさい　若葉　水煮びん詰,4,98.6,0.4,0,1,1,6 野菜類
570,6102,（しょうが類）　葉しょうが　根茎　生,9,96.3,0.5,0.2,1.6,2.1,6 野菜類
571,6103,（しょうが類）　しょうが　根茎　皮なし　生,28,91.4,0.9,0.3,2.1,6.6,6 野菜類
572,6365,（しょうが類）　しょうが　根茎　皮なし　生　おろし,58,81.6,0.7,0.8,7.4,16,6 野菜類
573,6366,（しょうが類）　しょうが　根茎　皮なし　生　おろし汁,17,95.1,0.4,0.3,0.3,3.5,6 野菜類
574,6104,（しょうが類）　しょうが　漬物　酢漬,17,89.2,0.3,0.2,2.2,3.9,6 野菜類
575,6105,（しょうが類）　しょうが　漬物　甘酢漬,47,86,0.2,0.4,1.8,10.7,6 野菜類
576,6386,（しょうが類）　新しょうが　根茎　生,10,96,0.3,0.3,1.9,2.7,6 野菜類
577,6106,しろうり　果実　生,15,95.3,0.9,0.1,1.2,3.3,6 野菜類
578,6107,しろうり　漬物　塩漬,15,92.8,1,0.1,2.2,3.7,6 野菜類
579,6108,しろうり　漬物　奈良漬,216,44,4.6,0.2,2.6,40,6 野菜類
580,6109,ずいき　生ずいき　生,15,94.5,0.5,0,1.6,4.1,6 野菜類
581,6110,ずいき　生ずいき　ゆで,10,96.1,0.4,0,2.1,3.1,6 野菜類
582,6111,ずいき　干しずいき　乾,232,9.9,6.6,0.4,25.8,63.5,6 野菜類
583,6112,ずいき　干しずいき　ゆで,9,95.5,0.5,0,3.1,3.4,6 野菜類
584,6387,すいぜんじな　葉　生,16,93.1,0.6,0.6,4,3.4,6 野菜類
585,6113,すぐきな　葉　生,23,90.5,1.9,0.2,4,5.4,6 野菜類
586,6114,すぐきな　根　生,19,93.7,0.6,0.1,1.7,4.7,6 野菜類
587,6115,すぐきな　すぐき漬,30,87.4,2.6,0.7,5.2,6.1,6 野菜類
588,6116,ズッキーニ　果実　生,16,94.9,1.3,0.1,1.3,2.8,6 野菜類
589,6117,せり　茎葉　生,17,93.4,2,0.1,2.5,3.3,6 野菜類
590,6118,せり　茎葉　ゆで,17,93.6,2.1,0.1,2.8,3.4,6 野菜類
591,6119,セロリ　葉柄　生,12,94.7,0.4,0.1,1.5,3.6,6 野菜類
592,6120,ぜんまい　生ぜんまい　若芽　生,27,90.9,1.7,0.1,3.8,6.6,6 野菜類
593,6121,ぜんまい　生ぜんまい　若芽　ゆで,17,94.2,1.1,0.4,3.5,4.1,6 野菜類
594,6122,ぜんまい　干しぜんまい　干し若芽　乾,277,8.5,14.6,0.6,34.8,70.8,6 野菜類
595,6123,ぜんまい　干しぜんまい　干し若芽　ゆで,25,91.2,1.7,0.1,5.2,6.8,6 野菜類
596,6124,そらまめ　未熟豆　生,102,72.3,10.9,0.2,2.6,15.5,6 野菜類
597,6125,そらまめ　未熟豆　ゆで,103,71.3,10.5,0.2,4,16.9,6 野菜類
598,6126,タアサイ　葉　生,12,94.3,1.3,0.2,1.9,2.2,6 野菜類
599,6127,タアサイ　葉　ゆで,11,95,1.1,0.2,2.1,2.3,6 野菜類
600,6128,（だいこん類）　かいわれだいこん　芽ばえ　生,21,93.4,2.1,0.5,1.9,3.3,6 野菜類
601,6129,（だいこん類）　葉だいこん　葉　生,17,92.6,2,0.2,2.6,3.3,6 野菜類
602,6130,（だいこん類）　だいこん　葉　生,23,90.6,2.2,0.1,4,5.3,6 野菜類
603,6131,（だいこん類）　だいこん　葉　ゆで,24,91.3,2.2,0.1,3.6,5.4,6 野菜類
604,6132,（だいこん類）　だいこん　根　皮つき　生,15,94.6,0.5,0.1,1.4,4.1,6 野菜類
605,6133,（だいこん類）　だいこん　根　皮つき　ゆで,15,94.4,0.4,0,1.6,4.5,6 野菜類
606,6134,（だいこん類）　だいこん　根　皮なし　生,15,94.6,0.4,0.1,1.3,4.1,6 野菜類
607,6367,（だいこん類）　だいこん　根　皮なし　生　おろし,25,90.5,0.6,0.2,5.1,8,6 野菜類
608,6368,（だいこん類）　だいこん　根　皮なし　生　おろし汁,12,96.5,0.3,0,0.1,2.7,6 野菜類
609,6369,（だいこん類）　だいこん　根　皮なし　生　おろし水洗い,23,91.4,0.6,0.1,4.7,7.2,6 野菜類
610,6135,（だいこん類）　だいこん　根　皮なし　ゆで,15,94.8,0.5,0.1,1.7,4,6 野菜類
611,6136,（だいこん類）　切干しだいこん　乾,280,8.4,9.7,0.8,21.3,69.7,6 野菜類
612,6334,（だいこん類）　切干しだいこん　ゆで,13,94.6,0.9,0.1,3.7,4.1,6 野菜類
613,6335,（だいこん類）　切干しだいこん　油いため,78,84.5,1.5,6,5.6,7.6,6 野菜類
614,6388,（だいこん類）　漬物　いぶりがっこ,76,73.8,1.1,0.3,7.1,21,6 野菜類
615,6137,（だいこん類）　漬物　ぬかみそ漬,29,87.1,1.3,0.1,1.8,6.7,6 野菜類
616,6138,（だいこん類）　漬物　たくあん漬　塩押しだいこん漬,43,85,0.6,0.3,2.3,10.8,6 野菜類
617,6139,（だいこん類）　漬物　たくあん漬　干しだいこん漬,23,88.8,1.9,0.1,3.7,5.5,6 野菜類
618,6140,（だいこん類）　漬物　守口漬,194,46.2,5.3,0.2,3.3,44.3,6 野菜類
619,6141,（だいこん類）　漬物　べったら漬,53,83.1,0.4,0.2,1.6,13.1,6 野菜類
620,6142,（だいこん類）　漬物　みそ漬,52,79,2.1,0.3,2.1,11.4,6 野菜類
621,6143,（だいこん類）　漬物　福神漬,137,58.6,2.7,0.1,3.9,33.3,6 野菜類
622,6144,（たいさい類）　つまみな　葉　生,19,92.3,1.9,0.3,2.3,3.6,6 野菜類
623,6145,（たいさい類）　たいさい　葉　生,15,93.7,0.9,0.1,1.6,3.5,6 野菜類
624,6146,（たいさい類）　たいさい　塩漬,19,90.9,1.6,0.1,2.5,4.3,6 野菜類
625,6147,たかな　葉　生,21,92.7,1.8,0.2,2.5,4.2,6 野菜類
626,6148,たかな　たかな漬,30,87.2,1.9,0.6,4,6.2,6 野菜類
627,6149,たけのこ　若茎　生,27,90.8,3.6,0.2,2.8,4.3,6 野菜類
628,6150,たけのこ　若茎　ゆで,31,89.9,3.5,0.2,3.3,5.5,6 野菜類
629,6151,たけのこ　水煮缶詰,22,92.8,2.7,0.2,2.3,4,6 野菜類
630,6152,たけのこ　めんま　塩蔵　塩抜き,15,93.9,1,0.5,3.5,3.6,6 野菜類
631,6153,（たまねぎ類）　たまねぎ　りん茎　生,33,90.1,1,0.1,1.5,8.4,6 野菜類
632,6154,（たまねぎ類）　たまねぎ　りん茎　水さらし,24,93,0.6,0.1,1.5,6.1,6 野菜類
633,6155,（たまねぎ類）　たまねぎ　りん茎　ゆで,30,91.5,0.8,0.1,1.7,7.3,6 野菜類
634,6336,（たまねぎ類）　たまねぎ　りん茎　油いため,100,80.1,1.4,5.9,2.7,12,6 野菜類
635,6389,（たまねぎ類）　たまねぎ　りん茎　油いため　（あめ色たまねぎ）,208,54.7,3.2,6.8,0,34.1,6 野菜類
636,6156,（たまねぎ類）　赤たまねぎ　りん茎　生,34,89.6,0.9,0.1,1.7,9,6 野菜類
637,6337,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生,33,89.5,1.8,0.4,3,7.6,6 野菜類
638,6157,たらのめ　若芽　生,27,90.2,4.2,0.2,4.2,4.3,6 野菜類
639,6158,たらのめ　若芽　ゆで,27,90.8,4,0.2,3.6,4.1,6 野菜類
640,6159,チコリ　若芽　生,17,94.7,1,0,1.1,3.9,6 野菜類
641,6376,ちぢみゆきな　葉　生,35,88.1,3.6,0.6,3.9,5.7,6 野菜類
642,6377,ちぢみゆきな　葉　ゆで,34,89.1,3.8,0.7,4.3,5.2,6 野菜類
643,6160,チンゲンサイ　葉　生,9,96,0.6,0.1,1.2,2,6 野菜類
644,6161,チンゲンサイ　葉　ゆで,11,95.3,0.9,0.1,1.5,2.4,6 野菜類
645,6338,チンゲンサイ　葉　油いため,36,92.6,0.8,3.2,1.4,2.2,6 野菜類
646,6162,つくし　胞子茎　生,31,86.9,3.5,0.1,8.1,8.1,6 野菜類
647,6163,つくし　胞子茎　ゆで,28,88.9,3.4,0.1,6.7,6.7,6 野菜類
648,6164,つるな　茎葉　生,15,93.8,1.8,0.1,2.3,2.8,6 野菜類
649,6390,つるにんじん　根　生,55,77.7,1,0.7,17.1,19.8,6 野菜類
650,6165,つるむらさき　茎葉　生,11,95.1,0.7,0.2,2.2,2.6,6 野菜類
651,6166,つるむらさき　茎葉　ゆで,12,94.5,0.9,0.2,3.1,3.2,6 野菜類
652,6167,つわぶき　葉柄　生,19,93.3,0.4,0,2.5,5.6,6 野菜類
653,6168,つわぶき　葉柄　ゆで,14,95,0.3,0,2.3,4.4,6 野菜類
654,6169,とうがらし　葉･果実　生,32,86.7,3.4,0.1,5.7,7.2,6 野菜類
655,6170,とうがらし　葉･果実　油いため,81,79.5,4,4.9,6.3,8.5,6 野菜類
656,6171,とうがらし　果実　生,72,75,3.9,3.4,10.3,16.3,6 野菜類
657,6172,とうがらし　果実　乾,270,8.8,14.7,12,46.4,58.4,6 野菜類
658,6173,とうがん　果実　生,15,95.2,0.5,0.1,1.3,3.8,6 野菜類
659,6174,とうがん　果実　ゆで,15,95.3,0.6,0.1,1.5,3.7,6 野菜類
660,6175,（とうもろこし類）　スイートコーン　未熟種子　生,89,77.1,3.6,1.7,3,16.8,6 野菜類
661,6176,（とうもろこし類）　スイートコーン　未熟種子　ゆで,95,75.4,3.5,1.7,3.1,18.6,6 野菜類
662,6339,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理,104,73.5,4.2,2.2,3.4,19.1,6 野菜類
663,6177,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍,96,75.6,3.5,1.5,2.8,18.7,6 野菜類
664,6178,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍,91,75.5,2.9,1.3,4.8,19.8,6 野菜類
665,6378,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　ゆで,92,76.5,2.8,1.5,6.2,18.7,6 野菜類
666,6379,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　油いため,125,71.8,2.9,5.8,4.7,18.9,6 野菜類
667,6179,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル,82,78.2,1.7,0.5,1.8,18.6,6 野菜類
668,6180,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル,78,78.4,2.3,0.5,3.3,17.8,6 野菜類
669,6181,（とうもろこし類）　ヤングコーン　幼雌穂　生,29,90.9,2.3,0.2,2.7,6,6 野菜類
670,6182,（トマト類）　赤色トマト　果実　生,20,94,0.7,0.1,1,4.7,6 野菜類
671,6183,（トマト類）　赤色ミニトマト　果実　生,30,91,1.1,0.1,1.4,7.2,6 野菜類
672,6391,（トマト類）　黄色トマト　果実　生,18,94.7,1.1,0.4,1.3,3.2,6 野菜類
673,6370,（トマト類）　ドライトマト,291,9.5,14.2,2.1,21.7,67.3,6 野菜類
674,6184,（トマト類）　加工品　ホール　食塩無添加,21,93.3,0.9,0.2,1.3,4.4,6 野菜類
675,6185,（トマト類）　加工品　トマトジュース　食塩添加,15,94.1,0.7,0.1,0.7,4,6 野菜類
676,6340,（トマト類）　加工品　トマトジュース　食塩無添加,18,94.1,0.7,0.1,0.7,4,6 野菜類
677,6186,（トマト類）　加工品　ミックスジュース　食塩添加,18,94.2,0.6,0,0.7,4.3,6 野菜類
678,6341,（トマト類）　加工品　ミックスジュース　食塩無添加,18,94.2,0.6,0,0.7,4.3,6 野菜類
679,6187,トレビス　葉　生,17,94.1,1.1,0.2,2,3.9,6 野菜類
680,6188,とんぶり　ゆで,89,76.7,6.1,3.5,7.1,12.9,6 野菜類
681,6189,ながさきはくさい　葉　生,12,93.9,1.3,0.1,2.2,2.6,6 野菜類
682,6190,ながさきはくさい　葉　ゆで,18,93.2,2.2,0.1,2.4,3.4,6 野菜類
683,6191,（なす類）　なす　果実　生,18,93.2,1.1,0.1,2.2,5.1,6 野菜類
684,6192,（なす類）　なす　果実　ゆで,17,94,1,0.1,2.1,4.5,6 野菜類
685,6342,（なす類）　なす　果実　油いため,73,85.8,1.5,5.8,2.6,6.3,6 野菜類
686,6343,（なす類）　なす　果実　天ぷら,165,71.9,1.6,14,1.9,12,6 野菜類
687,6193,（なす類）　べいなす　果実　生,20,93,1.1,0.1,2.4,5.3,6 野菜類
688,6194,（なす類）　べいなす　果実　素揚げ,177,74.8,1,17,1.8,6.7,6 野菜類
689,6195,（なす類）　漬物　塩漬,22,90.4,1.4,0.1,2.7,5.2,6 野菜類
690,6196,（なす類）　漬物　ぬかみそ漬,27,88.7,1.7,0.1,2.7,6.1,6 野菜類
691,6197,（なす類）　漬物　こうじ漬,87,69.1,5.5,0.1,4.2,18.2,6 野菜類
692,6198,（なす類）　漬物　からし漬,127,61.2,2.6,0.2,4.2,30.7,6 野菜類
693,6199,（なす類）　漬物　しば漬,27,86.4,1.4,0.2,4.4,7,6 野菜類
694,6200,なずな　葉　生,35,86.8,4.3,0.1,5.4,7,6 野菜類
695,6201,（なばな類）　和種なばな　花らい・茎　生,34,88.4,4.4,0.2,4.2,5.8,6 野菜類
696,6202,（なばな類）　和種なばな　花らい・茎　ゆで,28,90.2,4.7,0.1,4.3,4.3,6 野菜類
697,6203,（なばな類）　洋種なばな　茎葉　生,36,88.3,4.1,0.4,3.7,6,6 野菜類
698,6204,（なばな類）　洋種なばな　茎葉　ゆで,30,90,3.6,0.4,4.1,5.3,6 野菜類
699,6205,にがうり　果実　生,15,94.4,1,0.1,2.6,3.9,6 野菜類
700,6206,にがうり　果実　油いため,47,90.3,1.2,3.3,2.8,4.6,6 野菜類
701,6207,（にら類）　にら　葉　生,18,92.6,1.7,0.3,2.7,4,6 野菜類
702,6208,（にら類）　にら　葉　ゆで,27,89.8,2.6,0.5,4.3,5.7,6 野菜類
703,6344,（にら類）　にら　葉　油いため,69,85.8,1.9,5.7,3.5,4.9,6 野菜類
704,6209,（にら類）　花にら　花茎・花らい　生,27,91.4,1.9,0.2,2.8,5.9,6 野菜類
705,6210,（にら類）　黄にら　葉　生,18,94,2.1,0.1,2,3.3,6 野菜類
706,6211,（にんじん類）　葉にんじん　葉　生,16,93.5,1.1,0.2,2.7,3.7,6 野菜類
707,6212,（にんじん類）　にんじん　根　皮つき　生,35,89.1,0.7,0.2,2.8,9.3,6 野菜類
708,6213,（にんじん類）　にんじん　根　皮つき　ゆで,29,90.2,0.6,0.2,3,8.4,6 野菜類
709,6214,（にんじん類）　にんじん　根　皮なし　生,30,89.7,0.8,0.1,2.4,8.7,6 野菜類
710,6215,（にんじん類）　にんじん　根　皮なし　ゆで,28,90,0.7,0.1,2.8,8.5,6 野菜類
711,6345,（にんじん類）　にんじん　根　皮なし　油いため,103,79.1,1.1,6.4,3.1,12.4,6 野菜類
712,6346,（にんじん類）　にんじん　根　皮なし　素揚げ,87,80.6,1,3.5,1.1,13.9,6 野菜類
713,6347,（にんじん類）　にんじん　根　皮　生,26,90.4,0.7,0.2,3.8,7.3,6 野菜類
714,6216,（にんじん類）　にんじん　根　冷凍,30,90.2,0.8,0.2,4.1,8.2,6 野菜類
715,6380,（にんじん類）　にんじん　根　冷凍　ゆで,24,91.7,0.7,0.2,3.5,7,6 野菜類
716,6381,（にんじん類）　にんじん　根　冷凍　油いため,65,85.2,0.9,4,4.2,9.3,6 野菜類
717,6348,（にんじん類）　にんじん　グラッセ,53,83.8,0.7,1.4,2.6,12.7,6 野菜類
718,6217,（にんじん類）　にんじん　ジュース　缶詰,29,92,0.6,0.1,0.2,6.7,6 野菜類
719,6218,（にんじん類）　きんとき　根　皮つき　生,39,87.3,1.8,0.2,3.9,9.6,6 野菜類
720,6219,（にんじん類）　きんとき　根　皮つき　ゆで,37,87.7,1.9,0.2,4.3,9.2,6 野菜類
721,6220,（にんじん類）　きんとき　根　皮なし　生,40,87.1,1.8,0.3,3.6,9.7,6 野菜類
722,6221,（にんじん類）　きんとき　根　皮なし　ゆで,40,87.1,1.9,0.4,4.1,9.6,6 野菜類
723,6222,（にんじん類）　ミニキャロット　根　生,26,90.9,0.7,0.2,2.7,7.5,6 野菜類
724,6223,（にんにく類）　にんにく　りん茎　生,129,63.9,6.4,0.9,6.2,27.5,6 野菜類
725,6349,（にんにく類）　にんにく　りん茎　油いため,191,53.7,8.2,5.9,6.8,30.6,6 野菜類
726,6224,（にんにく類）　茎にんにく　花茎　生,44,86.7,1.9,0.3,3.8,10.6,6 野菜類
727,6225,（にんにく類）　茎にんにく　花茎　ゆで,43,86.9,1.7,0.2,3.8,10.7,6 野菜類
728,6226,（ねぎ類）　根深ねぎ　葉　軟白　生,35,89.6,1.4,0.1,2.5,8.3,6 野菜類
729,6350,（ねぎ類）　根深ねぎ　葉　軟白　ゆで,28,91.4,1.3,0.1,2.5,6.8,6 野菜類
730,6351,（ねぎ類）　根深ねぎ　葉　軟白　油いため,77,83.9,1.6,4.4,2.7,9.5,6 野菜類
731,6227,（ねぎ類）　葉ねぎ　葉　生,29,90.5,1.9,0.3,3.2,6.5,6 野菜類
732,6352,（ねぎ類）　葉ねぎ　葉　油いため,77,83.9,2.1,5.2,3.9,7.9,6 野菜類
733,6228,（ねぎ類）　こねぎ　葉　生,26,91.3,2,0.3,2.5,5.4,6 野菜類
734,6229,のざわな　葉　生,14,94,0.9,0.1,2,3.5,6 野菜類
735,6230,のざわな　漬物　塩漬,17,91.8,1.2,0.1,2.5,4.1,6 野菜類
736,6231,のざわな　漬物　調味漬,22,89.5,1.7,0,3.1,5.4,6 野菜類
737,6232,のびる　りん茎葉　生,63,80.2,3.2,0.2,6.9,15.5,6 野菜類
738,6233,はくさい　結球葉　生,13,95.2,0.8,0.1,1.3,3.2,6 野菜類
739,6234,はくさい　結球葉　ゆで,13,95.4,0.9,0.1,1.4,2.9,6 野菜類
740,6235,はくさい　漬物　塩漬,17,92.1,1.5,0.1,1.8,3.3,6 野菜類
741,6236,はくさい　漬物　キムチ,27,88.4,2.3,0.1,2.2,5.4,6 野菜類
742,6237,パクチョイ　葉　生,15,94,1.6,0.2,1.8,2.7,6 野菜類
743,6238,バジル　葉　生,21,91.5,2,0.6,4,4,6 野菜類
744,6239,パセリ　葉　生,34,84.7,4,0.7,6.8,7.8,6 野菜類
745,6240,はつかだいこん　根　生,13,95.3,0.8,0.1,1.2,3.1,6 野菜類
746,6392,はなっこりー　生,35,89.5,3.6,0.5,3.1,5.4,6 野菜類
747,6241,はやとうり　果実　白色種　生,20,94,0.6,0.1,1.2,4.9,6 野菜類
748,6242,はやとうり　果実　白色種　塩漬,17,91,0.6,0,1.6,4.4,6 野菜類
749,6353,はやとうり　果実　緑色種　生,21,94,0.6,0.1,1.2,4.9,6 野菜類
750,6243,ビーツ　根　生,38,87.6,1.6,0.1,2.7,9.3,6 野菜類
751,6244,ビーツ　根　ゆで,42,86.9,1.5,0.1,2.9,10.2,6 野菜類
752,6245,（ピーマン類）　青ピーマン　果実　生,20,93.4,0.9,0.2,2.3,5.1,6 野菜類
753,6246,（ピーマン類）　青ピーマン　果実　油いため,54,89,0.9,4.3,2.4,5.4,6 野菜類
754,6247,（ピーマン類）　赤ピーマン　果実　生,28,91.1,1,0.2,1.6,7.2,6 野菜類
755,6248,（ピーマン類）　赤ピーマン　果実　油いため,69,86.6,1,4.3,1.6,7.6,6 野菜類
756,6393,（ピーマン類）　オレンジピーマン　果実　生,19,94.2,0.9,0.3,1.8,4.2,6 野菜類
757,6394,（ピーマン類）　オレンジピーマン　果実　油いため,81,85.8,1.1,5.1,0,7.6,6 野菜類
758,6249,（ピーマン類）　黄ピーマン　果実　生,28,92,0.8,0.2,1.3,6.6,6 野菜類
759,6250,（ピーマン類）　黄ピーマン　果実　油いため,61,87.6,0.8,4.3,1.3,6.9,6 野菜類
760,6251,（ピーマン類）　トマピー　果実　生,33,90.9,1,0.2,1.6,7.5,6 野菜類
761,6252,ひのな　根・茎葉　生,17,92.5,1,0,3,4.7,6 野菜類
762,6253,ひのな　根・茎葉　甘酢漬,70,76.4,1.4,0.5,4.7,17.3,6 野菜類
763,6254,ひろしまな　葉　生,19,92.7,1.5,0.2,2.4,4.2,6 野菜類
764,6255,ひろしまな　塩漬,15,92.7,1.2,0.2,2.4,3.3,6 野菜類
765,6256,（ふき類）　ふき　葉柄　生,11,95.8,0.3,0,1.3,3,6 野菜類
766,6257,（ふき類）　ふき　葉柄　ゆで,7,97.4,0.3,0,1.1,1.9,6 野菜類
767,6258,（ふき類）　ふきのとう　花序　生,38,85.5,2.5,0.1,6.4,10,6 野菜類
768,6259,（ふき類）　ふきのとう　花序　ゆで,31,89.2,2.5,0.1,4.2,7,6 野菜類
769,6260,ふじまめ　若ざや　生,32,89.2,2.5,0.1,4.4,7.4,6 野菜類
770,6261,ふだんそう　葉　生,17,92.2,2,0.1,3.3,3.7,6 野菜類
771,6262,ふだんそう　葉　ゆで,26,90.4,2.8,0.1,3.8,5.4,6 野菜類
772,6263,ブロッコリー　花序　生,37,86.2,5.4,0.6,5.1,6.6,6 野菜類
773,6264,ブロッコリー　花序　ゆで,30,89.9,3.9,0.4,4.3,5.2,6 野菜類
774,6395,ブロッコリー　花序　電子レンジ調理,57,85.3,5.7,0.7,0,7,6 野菜類
775,6396,ブロッコリー　花序　焼き,84,78.5,9.9,1.2,0,8.4,6 野菜類
776,6397,ブロッコリー　花序　油いため,109,79.2,6.9,6.3,0,6.1,6 野菜類
777,6354,ブロッコリー　芽ばえ　生,18,94.3,1.9,0.6,1.8,2.6,6 野菜類
778,6265,へちま　果実　生,17,94.9,0.8,0.1,1,3.8,6 野菜類
779,6266,へちま　果実　ゆで,19,94.2,1.6,0.1,1.5,3.7,6 野菜類
780,6267,ほうれんそう　葉　通年平均　生,18,92.4,2.2,0.4,2.8,3.1,6 野菜類
781,6268,ほうれんそう　葉　通年平均　ゆで,23,91.5,2.6,0.5,3.6,4,6 野菜類
782,6359,ほうれんそう　葉　通年平均　油いため,91,82,3.8,8.1,4.6,4.4,6 野菜類
783,6355,ほうれんそう　葉　夏採り　生,18,92.4,2.2,0.4,2.8,3.1,6 野菜類
784,6357,ほうれんそう　葉　夏採り　ゆで,23,91.5,2.6,0.5,3.6,4,6 野菜類
785,6356,ほうれんそう　葉　冬採り　生,18,92.4,2.2,0.4,2.8,3.1,6 野菜類
786,6358,ほうれんそう　葉　冬採り　ゆで,23,91.5,2.6,0.5,3.6,4,6 野菜類
787,6269,ほうれんそう　葉　冷凍,22,92.2,2.9,0.3,3.3,3.4,6 野菜類
788,6372,ほうれんそう　葉　冷凍　ゆで,27,90.6,3.7,0.5,4.8,3.8,6 野菜類
789,6373,ほうれんそう　葉　冷凍　油いため,67,84.6,4,4.5,4.1,5.4,6 野菜類
790,6270,ホースラディシュ　根茎　生,69,77.3,3.1,0.3,8.2,17.7,6 野菜類
791,6271,まこも　茎　生,19,93.5,1.3,0.2,2.3,4.4,6 野菜類
792,6272,みずかけな　葉　生,25,91.1,2.9,0.1,2.8,4.7,6 野菜類
793,6273,みずかけな　塩漬,34,85.6,4.9,0,4,5.7,6 野菜類
794,6072,みずな　葉　生,23,91.4,2.2,0.1,3,4.8,6 野菜類
795,6073,みずな　葉　ゆで,21,91.8,2,0.1,3.6,4.7,6 野菜類
796,6074,みずな　塩漬,26,88.2,2,0.1,3.5,5.9,6 野菜類
797,6274,（みつば類）　切りみつば　葉　生,16,93.8,1,0.1,2.5,4,6 野菜類
798,6275,（みつば類）　切りみつば　葉　ゆで,12,95.2,0.9,0.1,2.7,3.3,6 野菜類
799,6276,（みつば類）　根みつば　葉　生,19,92.7,1.9,0.1,2.9,4.1,6 野菜類
800,6277,（みつば類）　根みつば　葉　ゆで,19,92.9,2.3,0.1,3.3,3.9,6 野菜類
801,6278,（みつば類）　糸みつば　葉　生,12,94.6,0.9,0.1,2.3,2.9,6 野菜類
802,6279,（みつば類）　糸みつば　葉　ゆで,14,93.7,1.1,0,3,4,6 野菜類
803,6360,みぶな　葉　生,14,93.9,1.1,0.3,1.8,2.9,6 野菜類
804,6280,（みょうが類）　みょうが　花穂　生,11,95.6,0.9,0.1,2.1,2.6,6 野菜類
805,6281,（みょうが類）　みょうがたけ　茎葉　生,6,97.1,0.4,0.1,1.1,1.5,6 野菜類
806,6282,むかご　肉芽　生,87,75.1,2.9,0.2,4.2,20.6,6 野菜類
807,6283,めキャベツ　結球葉　生,52,83.2,5.7,0.1,5.5,9.9,6 野菜類
