id,food_code,food_name,energy,water,protein,fat,dietaryfiber,carbohydrate,category
2060,15121,＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,93,77.4,0.1,0.1,0,22.5,15 菓子類
2061,15122,＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品,94,77.4,0.1,0.1,0,22.4,15 菓子類
2062,15020,＜和生菓子・和半生菓子類＞　げっぺい,347,20.9,4.7,8.5,2.1,65.5,15 菓子類
2063,15123,＜和生菓子・和半生菓子類＞　五平もち,178,54.7,3,0.5,1.3,40.9,15 菓子類
2064,15022,＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,196,50,3.5,0.3,1.7,46,15 菓子類
2065,15153,＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,197,50,3,0.3,1.3,46.5,15 菓子類
2066,15021,＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,235,40.5,4.5,0.4,2.6,54.2,15 菓子類
2067,15152,＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,237,40.5,4.2,0.6,2.5,54.4,15 菓子類
2068,15124,＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,227,40.5,4,0.5,1.9,54.6,15 菓子類
2069,15154,＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,228,40.5,4.7,0.6,2.3,53.8,15 菓子類
2070,15143,＜和生菓子・和半生菓子類＞　ずんだあん,190,52.7,6.3,3.4,2.5,36.6,15 菓子類
2071,15144,＜和生菓子・和半生菓子類＞　ずんだもち,212,47.8,4.9,1.7,1.3,45.1,15 菓子類
2072,15023,＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,223,41.5,4.6,0.5,1.8,53.2,15 菓子類
2073,15155,＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り,223,41.5,4.7,0.6,2.7,52.8,15 菓子類
2074,15024,＜和生菓子・和半生菓子類＞　タルト　（和菓子）,287,30,5.9,3,1.5,60.7,15 菓子類
2075,15025,＜和生菓子・和半生菓子類＞　ちまき,150,62,1.3,0.2,0.1,36.5,15 菓子類
2076,15026,＜和生菓子・和半生菓子類＞　ちゃつう,320,22.5,6.2,4.3,3.8,66.4,15 菓子類
2077,15156,＜和生菓子・和半生菓子類＞　どら焼　こしあん入り,282,31.5,6.6,3.1,1.5,58.4,15 菓子類
2078,15027,＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り,292,31.5,6.6,3.2,1.9,57.9,15 菓子類
2079,15157,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り,274,30.5,3.6,0.3,1.6,65.4,15 菓子類
2080,15004,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合,274,30.5,3.5,0.3,2.1,65.5,15 菓子類
2081,15158,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り,275,30.5,3.7,0.5,2.3,65.1,15 菓子類
2082,15028,＜和生菓子・和半生菓子類＞　ねりきり,259,34,5.3,0.3,3.6,60.1,15 菓子類
2083,15029,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り,292,27.9,6.7,2.1,2.4,62.6,15 菓子類
2084,15159,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り,292,27.9,6.9,2.3,3.2,62.2,15 菓子類
2085,15160,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り,226,42.5,3,0.3,1.4,53.8,15 菓子類
2086,15161,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り,226,42.5,3.1,0.4,1.9,53.6,15 菓子類
2087,15030,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り,216,45,3.1,0.2,2.2,51.4,15 菓子類
2088,15162,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り,218,45,1.3,0.1,1.3,53.4,15 菓子類
2089,15031,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り,296,24,6.5,1.4,3.3,68.1,15 菓子類
2090,15163,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り,295,24,6.7,1.6,4.7,67,15 菓子類
2091,15032,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り,296,28,6.8,3.1,1.7,61.6,15 菓子類
2092,15164,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り,294,28,6.9,3.3,2.3,61.3,15 菓子類
2093,15033,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り,257,35,4.6,0.5,2.4,59.5,15 菓子類
2094,15165,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り,257,35,4.7,0.7,3.4,59.1,15 菓子類
2095,15034,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り,273,36.6,6.1,5.6,2.6,51.3,15 菓子類
2096,15166,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り,279,36.6,6.2,6,3.3,51.3,15 菓子類
2097,15035,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん,242,39.5,10,5.1,3.2,43.4,15 菓子類
2098,15036,＜和生菓子・和半生菓子類＞　もなか　こしあん入り,277,29,4.9,0.3,3.1,65.5,15 菓子類
2099,15167,＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り,278,29,6.4,0.7,6.1,63.3,15 菓子類
2100,15037,＜和生菓子・和半生菓子類＞　ゆべし,321,22,2.4,3.5,0.5,71.2,15 菓子類
2101,15038,＜和生菓子・和半生菓子類＞　ようかん　練りようかん,289,26,3.6,0.2,3.1,69.9,15 菓子類
2102,15039,＜和生菓子・和半生菓子類＞　ようかん　水ようかん,168,57,2.6,0.2,2.2,39.9,15 菓子類
2103,15040,＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,237,39.5,4.4,0.3,2.8,55.4,15 菓子類
2104,15041,＜和干菓子類＞　あめ玉,385,2.5,0,0,0,97.5,15 菓子類
2105,15042,＜和干菓子類＞　芋かりんとう,465,5.5,1.4,20.6,2.6,71.3,15 菓子類
2106,15043,＜和干菓子類＞　おこし,376,5,3.8,0.7,0.4,90.2,15 菓子類
2107,15044,＜和干菓子類＞　おのろけ豆,438,3,11.3,13.6,2.3,70.2,15 菓子類
2108,15045,＜和干菓子類＞　かりんとう　黒,420,3.5,7.5,11.6,1.2,76.3,15 菓子類
2109,15046,＜和干菓子類＞　かりんとう　白,424,2.5,9.7,11.2,1.7,76.2,15 菓子類
2110,15047,＜和干菓子類＞　ごかぼう,367,10,10.6,6.4,4.5,71.7,15 菓子類
2111,15048,＜和干菓子類＞　小麦粉せんべい　磯部せんべい,377,4.2,4.3,0.8,1.3,89.3,15 菓子類
2112,15049,＜和干菓子類＞　小麦粉せんべい　かわらせんべい,388,4.3,7,3.2,1.2,84.9,15 菓子類
2113,15050,＜和干菓子類＞　小麦粉せんべい　巻きせんべい,386,3.5,4.3,1.4,1,90.4,15 菓子類
2114,15051,＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,423,3.3,11.2,11.1,4.2,72,15 菓子類
2115,15052,＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,421,3.3,11.7,9.5,3.5,73.9,15 菓子類
2116,15053,＜和干菓子類＞　しおがま,347,10,2.6,0.2,0.6,85.5,15 菓子類
2117,15056,＜和干菓子類＞　ひなあられ　関西風,384,2.6,8,1.4,1.3,85.8,15 菓子類
2118,15055,＜和干菓子類＞　ひなあられ　関東風,380,4.7,9.6,2.8,2.5,80.7,15 菓子類
2119,15057,＜和干菓子類＞　米菓　揚げせんべい,458,4,5.6,17.4,0.5,71.3,15 菓子類
2120,15058,＜和干菓子類＞　米菓　甘辛せんべい,374,4.5,6.7,0.9,0.6,86.2,15 菓子類
2121,15059,＜和干菓子類＞　米菓　あられ,378,4.4,7.5,1,0.8,84.9,15 菓子類
2122,15060,＜和干菓子類＞　米菓　しょうゆせんべい,368,5.9,7.3,1,0.6,83.9,15 菓子類
2123,15061,＜和干菓子類＞　ボーロ　小粒,391,4.5,2.5,2.1,0,90.6,15 菓子類
2124,15062,＜和干菓子類＞　ボーロ　そばボーロ,398,2,7.7,3.4,1.5,86.1,15 菓子類
2125,15063,＜和干菓子類＞　松風,378,5.3,4,0.7,1.2,89.7,15 菓子類
2126,15064,＜和干菓子類＞　みしま豆,402,1.6,12.3,8.6,6,75.8,15 菓子類
2127,15065,＜和干菓子類＞　八つ橋,390,1.8,3.3,0.5,0.3,94.2,15 菓子類
2128,15066,＜和干菓子類＞　らくがん　らくがん,384,3,2.4,0.2,0.2,94.3,15 菓子類
2129,15067,＜和干菓子類＞　らくがん　麦らくがん,396,2.4,4.8,1.8,5.4,90.4,15 菓子類
2130,15068,＜和干菓子類＞　らくがん　もろこしらくがん,374,2.5,6.6,0.3,6.9,89.9,15 菓子類
2131,15125,＜菓子パン類＞　揚げパン,369,27.7,8.7,18.7,1.8,43.5,15 菓子類
2132,15069,＜菓子パン類＞　あんパン　こしあん入り,253,35.5,6.8,3.6,2.5,53.5,15 菓子類
2133,15168,＜菓子パン類＞　あんパン　つぶしあん入り,266,35.5,7,3.8,3.3,53,15 菓子類
2134,15126,＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,257,37.4,6.6,3.5,2.4,51.9,15 菓子類
2135,15169,＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,258,37.4,6.8,3.7,3.2,51.4,15 菓子類
2136,15127,＜菓子パン類＞　カレーパン　皮及び具,302,41.3,6.6,18.3,1.6,32.3,15 菓子類
2137,15128,＜菓子パン類＞　カレーパン　皮のみ,363,30.8,7.2,22.4,1.3,38.4,15 菓子類
2138,15129,＜菓子パン類＞　カレーパン　具のみ,168,64.5,5.3,9.3,2.4,18.8,15 菓子類
2139,15070,＜菓子パン類＞　クリームパン,286,35.5,7.9,7.4,1.3,48.3,15 菓子類
2140,15130,＜菓子パン類＞　クリームパン　薄皮タイプ,218,52.2,6,7.1,0.6,33.9,15 菓子類
2141,15071,＜菓子パン類＞　ジャムパン,285,32,5.3,3.9,1.6,58.1,15 菓子類
2142,15072,＜菓子パン類＞　チョココロネ,321,33.5,5.8,15.3,1.1,44.4,15 菓子類
2143,15131,＜菓子パン類＞　チョコパン　薄皮タイプ,340,35,4.7,19.4,0.8,40,15 菓子類
2144,15132,＜菓子パン類＞　メロンパン,349,20.9,8,10.5,1.7,59.9,15 菓子類
2145,15181,＜菓子パン類＞　菓子パン　あんなし,294,30.7,8.2,6.1,1.7,54.1,15 菓子類
2146,15073,＜ケーキ・ペストリー類＞　シュークリーム,223,56.3,6,11.4,0.3,25.5,15 菓子類
2147,15074,＜ケーキ・ペストリー類＞　スポンジケーキ,283,32,7.9,7.5,0.7,52.1,15 菓子類
2148,15075,＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,318,35,6.9,15.2,0.6,42.3,15 菓子類
2149,15170,＜ケーキ・ペストリー類＞　ショートケーキ　いちご,314,35,6.9,14.7,0.9,42.7,15 菓子類
2150,15133,＜ケーキ・ペストリー類＞　タルト　（洋菓子）,248,50.3,4.7,13.5,1.4,30.5,15 菓子類
2151,15134,＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,299,46.1,8.5,21.2,0.2,23.3,15 菓子類
2152,15135,＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,348,43.1,5.8,27.5,0.3,21.9,15 菓子類
2153,15182,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,382,31.3,6.2,26.3,2.1,35.1,15 菓子類
2154,15076,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,457,25.5,6.5,34,2.7,33.2,15 菓子類
2155,15183,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,330,32.8,6,15.6,2.9,44.9,15 菓子類
2156,15184,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,323,34.6,6,15.7,3.6,42.9,15 菓子類
2157,15171,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,384,25.5,6.5,21.3,3.3,46.1,15 菓子類
2158,15172,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,387,25.5,6.6,22,4.2,45.2,15 菓子類
2159,15185,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,304,42.8,5.8,19.3,1.4,31.2,15 菓子類
2160,15173,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,419,25.5,7.3,29.6,2.8,36.6,15 菓子類
2161,15077,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,379,27.5,7.2,20.2,1.5,43.9,15 菓子類
2162,15174,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,341,27.5,6.8,12.6,2.6,52.2,15 菓子類
2163,15175,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,341,27.5,7,13,3.4,51.5,15 菓子類
2164,15176,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,371,27.5,7.7,18.9,1.2,44.6,15 菓子類
2165,15078,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,368,20,7.2,11.7,1.2,60.2,15 菓子類
2166,15177,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん,351,20,8.3,5.4,2.4,63.7,15 菓子類
2167,15178,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,352,20,8.6,5.7,3.4,63.1,15 菓子類
2168,15179,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,371,20,9.6,10.5,0.7,56.7,15 菓子類
2169,15079,＜ケーキ・ペストリー類＞　パイ　パイ皮,386,32,5,25.4,1.3,36.4,15 菓子類
2170,15080,＜ケーキ・ペストリー類＞　パイ　アップルパイ,294,45,4,17.5,1.2,32.8,15 菓子類
2171,15081,＜ケーキ・ペストリー類＞　パイ　ミートパイ,381,36.2,9.7,29.9,1.8,22.2,15 菓子類
2172,15082,＜ケーキ・ペストリー類＞　バターケーキ,422,20,5.8,25.3,0.7,48,15 菓子類
2173,15083,＜ケーキ・ペストリー類＞　ホットケーキ,253,40,7.7,5.4,1.1,45.3,15 菓子類
2174,15084,＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,241,45.9,7.3,7.9,0.8,38.1,15 菓子類
2175,15085,＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,279,33,4.9,4.2,1.3,57.3,15 菓子類
2176,15086,＜デザート菓子類＞　カスタードプリン,116,74.1,5.7,5.5,0,14,15 菓子類
2177,15136,＜デザート菓子類＞　牛乳寒天,61,85.2,1.1,1.3,0.5,12.2,15 菓子類
2178,15142,＜デザート菓子類＞　こんにゃくゼリー,65,83.2,0,0.1,0.8,16.4,15 菓子類
2179,15087,＜デザート菓子類＞　ゼリー　オレンジ,79,77.6,2.1,0.1,0.2,19.8,15 菓子類
2180,15088,＜デザート菓子類＞　ゼリー　コーヒー,44,87.8,1.6,0,0,10.3,15 菓子類
2181,15089,＜デザート菓子類＞　ゼリー　ミルク,103,76.8,4.3,3.7,0,14.4,15 菓子類
2182,15090,＜デザート菓子類＞　ゼリー　ワイン,65,84.1,1.7,0,0,13.2,15 菓子類
2183,15091,＜デザート菓子類＞　ババロア,204,60.9,5.6,12.9,0,19.9,15 菓子類
2184,15092,＜ビスケット類＞　ウエハース,438,2.1,7.6,13.6,1.2,75.3,15 菓子類
2185,15141,＜ビスケット類＞　ウエハース　クリーム入り,495,2.7,7.5,21.8,2.1,65.5,15 菓子類
2186,15093,＜ビスケット類＞　クラッカー　オイルスプレークラッカー,481,2.7,8.5,22.5,2.1,63.9,15 菓子類
2187,15094,＜ビスケット類＞　クラッカー　ソーダクラッカー,421,3.1,10.4,9.8,2.1,74.4,15 菓子類
2188,15095,＜ビスケット類＞　サブレ,459,3.1,6.1,16.6,1.3,73.5,15 菓子類
2189,15054,＜ビスケット類＞　中華風クッキー,514,3,5.1,29.5,1.1,61.8,15 菓子類
2190,15097,＜ビスケット類＞　ビスケット　ハードビスケット,422,2.6,7.6,10,2.3,77.8,15 菓子類
2191,15098,＜ビスケット類＞　ビスケット　ソフトビスケット,511,3.2,5.7,27.6,1.4,62.6,15 菓子類
2192,15099,＜ビスケット類＞　プレッツェル,465,1,9.9,18.6,2.6,68.2,15 菓子類
2193,15096,＜ビスケット類＞　リーフパイ,558,2.5,5.8,35.5,1.7,55.8,15 菓子類
2194,15100,＜ビスケット類＞　ロシアケーキ,486,4,5.8,23.4,1.8,65.8,15 菓子類
2195,15101,＜スナック類＞　小麦粉あられ,476,2,7.6,19.5,2.3,68.8,15 菓子類
2196,15102,＜スナック類＞　コーンスナック,516,0.9,5.2,27.1,1,65.3,15 菓子類
2197,15103,＜スナック類＞　ポテトチップス　ポテトチップス,541,2,4.7,35.2,4.2,54.7,15 菓子類
2198,15104,＜スナック類＞　ポテトチップス　成形ポテトチップス,515,2.2,5.8,32,4.8,57.3,15 菓子類
2199,15109,＜キャンデー類＞　かわり玉,392,0.5,0,0,0,99.5,15 菓子類
2200,15105,＜キャンデー類＞　キャラメル,426,5.4,4,11.7,0,77.9,15 菓子類
2201,15107,＜キャンデー類＞　ゼリーキャンデー,334,16,0,0,0.9,83.9,15 菓子類
2202,15108,＜キャンデー類＞　ゼリービーンズ,358,9.5,0,0,0.9,90.4,15 菓子類
2203,15110,＜キャンデー類＞　ドロップ,389,2,0,0,0,98,15 菓子類
2204,15111,＜キャンデー類＞　バタースコッチ,414,2,0,6.5,0,91,15 菓子類
2205,15112,＜キャンデー類＞　ブリットル,506,1.5,12.6,26.5,3.6,58.1,15 菓子類
2206,15113,＜キャンデー類＞　マシュマロ,324,18.5,2.1,0,0,79.3,15 菓子類
2207,15106,＜キャンデー類＞　ラムネ,373,7,0,0.5,0,92.2,15 菓子類
2208,15137,＜チョコレート類＞　アーモンドチョコレート,562,2,11.4,40.4,6.1,43.3,15 菓子類
2209,15114,＜チョコレート類＞　カバーリングチョコレート,488,2,7.1,24.3,3.2,64.2,15 菓子類
2210,15115,＜チョコレート類＞　ホワイトチョコレート,588,0.8,7.2,39.5,0.6,50.9,15 菓子類
2211,15116,＜チョコレート類＞　ミルクチョコレート,551,0.5,6.9,34.1,3.9,55.8,15 菓子類
2212,15117,＜果実菓子類＞　マロングラッセ,303,21,1.1,0.3,0,77.4,15 菓子類
2213,15118,＜チューインガム類＞　板ガム,388,3.1,0,0,0,96.9,15 菓子類
2214,15119,＜チューインガム類＞　糖衣ガム,390,2.4,0,0,0,97.6,15 菓子類
2215,15120,＜チューインガム類＞　風船ガム,387,3.3,0,0,0,96.7,15 菓子類
2216,15138,＜その他＞　カスタードクリーム,174,61.8,5.1,7.6,0.2,24.8,15 菓子類
2217,15139,＜その他＞　しるこ　こしあん,211,46.1,4.7,0.3,3.2,48.7,15 菓子類
2218,15140,＜その他＞　しるこ　つぶしあん,179,54.5,4.2,0.4,4.3,40.5,15 菓子類
2219,15180,＜その他＞　チョコレートクリーム,481,14.6,4.6,32,0.6,47.3,15 菓子類
2220,16001,＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,107,82.4,0.4,0,0,4.9,16 し好飲料類
2221,16002,＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,102,83.7,0.4,0,0,3.6,16 し好飲料類
2222,16003,＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,106,82.8,0.4,0,0,4.5,16 し好飲料類
2223,16004,＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,103,83.6,0.3,0,0,3.6,16 し好飲料類
2224,16005,＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,102,83.5,0.4,0,0,4.1,16 し好飲料類
2225,16006,＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,39,92.8,0.3,0,0,3.1,16 し好飲料類
2226,16007,＜アルコール飲料類＞　（醸造酒類）　ビール　黒,45,91.6,0.4,0,0.2,3.6,16 し好飲料類
2227,16008,＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,62,88.4,0.5,0,0.3,4.9,16 し好飲料類
2228,16009,＜アルコール飲料類＞　（醸造酒類）　発泡酒,44,92,0.1,0,0,3.6,16 し好飲料類
2229,16010,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,75,88.6,0.1,0,0,2,16 し好飲料類
2230,16011,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,68,88.7,0.2,0,0,1.5,16 し好飲料類
2231,16012,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,71,87.4,0.1,0,0,4,16 し好飲料類
2232,16013,＜アルコール飲料類＞　（醸造酒類）　紹興酒,126,78.8,1.7,0,0,5.1,16 し好飲料類
2233,16014,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,203,71,0,0,0,0,16 し好飲料類
2234,16015,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,144,79.5,0,0,0,0,16 し好飲料類
2235,16060,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,206,70.6,0,0,0,0,16 し好飲料類
2236,16016,＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,234,66.6,0,0,0,0,16 し好飲料類
2237,16017,＜アルコール飲料類＞　（蒸留酒類）　ブランデー,234,66.6,0,0,0,0,16 し好飲料類
2238,16018,＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,237,66.2,0,0,0,0,16 し好飲料類
2239,16019,＜アルコール飲料類＞　（蒸留酒類）　ジン,280,59.9,0,0,0,0.1,16 し好飲料類
2240,16020,＜アルコール飲料類＞　（蒸留酒類）　ラム,237,66.1,0,0,0,0.1,16 し好飲料類
2241,16021,＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,317,54.7,0,0,0,0,16 し好飲料類
2242,16022,＜アルコール飲料類＞　（混成酒類）　梅酒,155,68.9,0.1,0,0,20.7,16 し好飲料類
2243,16023,＜アルコール飲料類＞　（混成酒類）　合成清酒,108,82.2,0.1,0,0,5.3,16 し好飲料類
2244,16024,＜アルコール飲料類＞　（混成酒類）　白酒,236,44.7,1.9,0,0,48.1,16 し好飲料類
2245,16025,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,241,47,0.3,0,0,43.2,16 し好飲料類
2246,16026,＜アルコール飲料類＞　（混成酒類）　みりん　本直し,179,68.2,0.1,0,0,14.4,16 し好飲料類
2247,16027,＜アルコール飲料類＞　（混成酒類）　薬味酒,181,62.6,0,0,0,26.8,16 し好飲料類
2248,16028,＜アルコール飲料類＞　（混成酒類）　キュラソー,319,43.1,0,0,0,26.4,16 し好飲料類
2249,16029,＜アルコール飲料類＞　（混成酒類）　スイートワイン,125,75.2,0.1,0,0,13.4,16 し好飲料類
2250,16030,＜アルコール飲料類＞　（混成酒類）　ペパーミント,300,41,0,0,0,37.6,16 し好飲料類
2251,16031,＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,151,71.3,0.1,0,0,16.4,16 し好飲料類
2252,16032,＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,113,81.7,0.1,0,0,3.7,16 し好飲料類
2253,16059,＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,51,91.4,0,0,0.1,2.9,16 し好飲料類
2254,16033,＜茶類＞　（緑茶類）　玉露　茶,241,3.1,29.1,4.1,43.9,43.9,16 し好飲料類
2255,16034,＜茶類＞　（緑茶類）　玉露　浸出液,5,97.8,1.3,0,0,0,16 し好飲料類
2256,16035,＜茶類＞　（緑茶類）　抹茶　茶,237,5,29.6,5.3,38.5,39.5,16 し好飲料類
2257,16036,＜茶類＞　（緑茶類）　せん茶　茶,229,2.8,24.5,4.7,46.5,47.7,16 し好飲料類
2258,16037,＜茶類＞　（緑茶類）　せん茶　浸出液,2,99.4,0.2,0,0,0.2,16 し好飲料類
2259,16038,＜茶類＞　（緑茶類）　かまいり茶　浸出液,1,99.7,0.1,0,0,0,16 し好飲料類
2260,16039,＜茶類＞　（緑茶類）　番茶　浸出液,0,99.8,0,0,0,0.1,16 し好飲料類
2261,16040,＜茶類＞　（緑茶類）　ほうじ茶　浸出液,0,99.8,0,0,0,0.1,16 し好飲料類
2262,16041,＜茶類＞　（緑茶類）　玄米茶　浸出液,0,99.9,0,0,0,0,16 し好飲料類
2263,16042,＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,0,99.8,0,0,0,0.1,16 し好飲料類
2264,16043,＜茶類＞　（発酵茶類）　紅茶　茶,234,6.2,20.3,2.5,38.1,51.7,16 し好飲料類
2265,16044,＜茶類＞　（発酵茶類）　紅茶　浸出液,1,99.7,0.1,0,0,0.1,16 し好飲料類
2266,16045,＜コーヒー・ココア類＞　コーヒー　浸出液,4,98.6,0.2,0,0,0.7,16 し好飲料類
2267,16046,＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,287,3.8,14.7,0.3,0,56.5,16 し好飲料類
2268,16047,＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,38,90.5,0.7,0.3,0,8.2,16 し好飲料類
2269,16048,＜コーヒー・ココア類＞　ココア　ピュアココア,386,4,18.5,21.6,23.9,42.4,16 し好飲料類
2270,16049,＜コーヒー・ココア類＞　ココア　ミルクココア,400,1.6,7.4,6.8,5.5,80.4,16 し好飲料類
2271,16056,＜その他＞　青汁　ケール,312,2.3,13.8,4.4,28,70.2,16 し好飲料類
2272,16050,＜その他＞　甘酒,76,79.7,1.7,0.1,0.4,18.3,16 し好飲料類
2273,16051,＜その他＞　昆布茶,173,1.4,5.2,0.2,2.8,42,16 し好飲料類
2274,16057,＜その他＞　スポーツドリンク,21,94.7,0,0,0,5.1,16 し好飲料類
2275,16052,＜その他＞　（炭酸飲料類）　果実色飲料,51,87.2,0,0,0,12.8,16 し好飲料類
2276,16053,＜その他＞　（炭酸飲料類）　コーラ,46,88.5,0.1,0,0,11.4,16 し好飲料類
2277,16054,＜その他＞　（炭酸飲料類）　サイダー,41,89.8,0,0,0,10.2,16 し好飲料類
2278,16058,＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,5,98.6,0.1,0,0,1.2,16 し好飲料類
2279,16061,＜その他＞　なぎなたこうじゅ　浸出液,0,99.9,0,0,0,0,16 し好飲料類
2280,16055,＜その他＞　麦茶　浸出液,1,99.7,0,0,0,0.3,16 し好飲料類
2281,17001,＜調味料類＞　（ウスターソース類）　ウスターソース,122,61.3,1,0.1,0.5,27.1,17 調味料及び香辛料類
2282,17002,＜調味料類＞　（ウスターソース類）　中濃ソース,132,60.9,0.8,0.1,1,30.9,17 調味料及び香辛料類
2283,17003,＜調味料類＞　（ウスターソース類）　濃厚ソース,133,60.7,0.9,0.1,1,30.9,17 調味料及び香辛料類
2284,17085,＜調味料類＞　（ウスターソース類）　お好み焼きソース,146,58.1,1.6,0.1,0.9,33.7,17 調味料及び香辛料類
2285,17004,＜調味料類＞　（辛味調味料類）　トウバンジャン,49,69.7,2,2.3,4.3,7.9,17 調味料及び香辛料類
2286,17005,＜調味料類＞　（辛味調味料類）　チリペッパーソース,58,84.1,0.7,0.5,0,12.8,17 調味料及び香辛料類
